,planet_ID,star_distance,star_mass_kg,star_radius_m,star_temperature,planet_mass_kg,planet_orbital_period,planet_distance,planet_radius_m,planet_surface_gravity
18,18,197.572,1.6106119952654213e+30,1015722000.0,5754.0,1.6284840000000005e+27,3.24406,0.0399815990362221,113255820.0,8.103503166642264
19,19,223.882,1.6509560361779363e+30,675860723.1,5354.96,6.1604062637e+26,48.05216,0.2431193491312172,77363449.750011,6.569738251806575
20,20,192.351,1.2389781904319556e+30,426464100.0,3965.0,3.64749245146e+26,3.524465,0.0387123112174082,56419608.70736899,7.313826100944461
21,21,75.8643,2.823542016391232e+30,980937000.0,6179.0,6.111560000000001e+26,2.87589,0.044488749263996,51734140.0,14.574980407815971
22,22,693.951,1.80607268555504e+30,967023000.0,5655.0,3.85422925446e+27,1.8246201,0.0283003923531112,114196063.246006,18.864515100363
23,23,213.888,1.3733284180249235e+30,528732000.0,4455.0,3.00451390018e+26,5.5809252,0.054428706744955,50530540.19930799,7.510635803839941
24,24,132.802,1.8050387124222767e+30,609433895.7,5653.0,4.7379605078e+25,38.7617056,0.2170350311008805,17012287.595592,10.449039536901047
25,25,195.858,2.4057273923108044e+30,1203561000.0,6255.8,1.33629826902e+26,2.08839,0.0340713194923836,31311874.097607,8.699527185621827
26,26,211.877,2.386091844837661e+30,967023000.0,5940.0,5.90278e+26,4.8996284,0.0599986868395981,102209882.0,3.606460593626025
27,27,487.525,1.5509596991444798e+30,507861000.0,4836.0,2.97986e+25,6.9913086,0.0658733500342528,13003446.0,11.248362694402289
28,28,609.128,2.6644692267353885e+30,960066000.0,6330.0,5.504199999999999e+27,4.43527,0.0582488750757332,74804769.99999999,62.78356754374401
29,29,1780.38,2.067946265525973e+30,723528000.0,5849.0,3.16966e+25,9.93143556,0.091620298048801,13492822.999999998,11.112643970353318
30,30,68.4487,1.797800900492936e+30,609683652.0,5639.0,3.6003528314e+25,12.7612027,0.1033413223641558,14354015.36151,11.153434414749924
31,31,268.43,2.6247010293214275e+30,1015722000.0,6518.0,5.168254e+28,1.217514,0.0244800999898189,77601209.99999999,547.793949627093
32,32,114.421,1.372267931434945e+30,500904000.0,4451.0,4.6781640178e+25,5.830149,0.0560228441072323,16871538.575732,10.490022835202405
33,33,688.573,1.5708437978514603e+30,577431000.0,5036.0,2.41046e+25,6.475434,0.0628580425175797,11465403.999999998,11.703926135748592
34,34,931.956,1.8889893771631484e+30,647001000.0,5623.0,5.94074e+25,19.5974971,0.1398559160173929,19505169.0,9.96670211846544
35,35,1058.24,2.167366759060876e+30,765270000.0000001,6014.0,2.58128e+25,7.97419807,0.0803969203152568,11884869.999999998,11.664244459364305
36,36,1491.76,1.94864167328409e+30,667872000.0,5692.0,1.7917119999999997e+26,80.8720639,0.3635635014823777,37332473.99999999,8.205499581101149
37,37,630.243,2.2493886662271705e+30,1356615000.0,6130.0,6.52472449772e+26,4.0899751,0.0521516062126678,79919718.12981,6.520256180350206
38,38,597.467,2.01808688801822e+30,1147905000.0,5859.7,6.56739178446e+26,8.4844046,0.0818138090183391,80219096.67680101,6.514000068332328
39,39,415.005,1.4950191021116447e+30,591345000.0,4914.0,5.2388736262200015e+26,6.7206629,0.0633756948520524,70405094.734102,6.745903368618273
40,40,1734.43,2.107714462939934e+30,751356000.0,5961.0,2.25862e+25,19.1187753,0.1426859580294815,11045938.0,11.815397442964864
41,41,508.809,1.4515392056095773e+30,486990000.0,4700.0,1.884714e+25,3.9324613,0.0439059278468727,9927362.0,12.206414322463846
42,42,556.168,2.6644692267353885e+30,1384443000.0,6112.0,4.34642e+25,20.310501,0.1606280022807837,16219351.999999998,10.545691438834265
43,43,715.834,1.763679787111757e+30,1287045000.0,5573.0,3.35974443428e+26,16.45209,0.121633454766813,53785969.68404799,7.412737233796649
44,44,1023.85,2.4059759435446416e+30,918324000.0,6267.0,7.060559999999999e+25,21.30022655,0.1602595207392881,21602499.0,9.656984368751356
45,45,178.68,2.3040699376713664e+30,960066000.0,6174.0,5.924374267240001e+26,3.4076,0.0465475368226614,75682264.767778,6.6018342331576925
46,46,301.462,1.988409870698051e+30,626130000.0,5900.0,1.898e+27,5.748145,0.0628045407734536,65017229.99999999,28.658248902935767
47,47,139.078,1.838881448421557e+30,954284733.0,5706.0,6.8588291720000005e+25,26.4543804,0.1692837944985536,21060682.248277,9.86996204567708
48,48,1357.01,1.8889893771631484e+30,681786000.0,5913.0,2.25862e+25,3.701212,0.046037289266043,11045938.0,11.815397442964864
49,49,2346.01,2.386091844837661e+30,800054999.9999999,6250.0,7.61098e+27,3.352057,0.0465844078889018,104167390.0,44.770029773144486
50,50,1731.27,1.7696847849212654e+30,598302000.0,5493.0,6.71892e+25,6.77030201,0.0673764200174541,20973300.0,9.749364327285331
51,51,928.978,1.789568883628246e+30,612216000.0,5491.0,6.01666e+25,14.30511983,0.1113562005130865,19644991.000000004,9.950895599016322
52,52,853.119,1.789568883628246e+30,598302000.0,5437.0,6.472179999999999e+25,3.31494634,0.0420117790486706,20553834.0,9.778568121346266
53,53,285.111,1.3521187120746747e+30,466119000.0,4668.0,1.97392e+25,4.069427,0.0438696712746727,10137095.0,12.260632701638578
54,54,173.996,2.0432651280059337e+30,789542973.0,5910.35,5.9278267672e+25,7.1566025,0.0733407336726217,19498936.154706,9.95139664534076
55,55,822.134,2.4457441409586023e+30,1140948000.0,6059.0,2.41046e+26,394.6244904,1.1296952236633673,44533307.0,7.757832593103322
56,56,103.69,1.533461692282337e+30,521775000.0,5059.0,3.1001081696000003e+25,0.99114,0.0178407616599853,13230035.520854,11.304860173083137
57,57,99.66,1.7021583857123596e+30,544511171.6999999,5454.0,3.9989789528e+25,10.1843061,0.0873078641820535,15278945.302076,10.933840493433568
58,58,713.964,1.869105278456168e+30,563517000.0,5626.0,1.706302e+25,2.936532,0.0393162128409893,9368073.999999998,12.40982457621858
59,59,151.654,1.6173725888257947e+30,594712883.6999999,5290.0,4.765450001e+25,11.3123337,0.0920599164918461,17076992.672976997,10.430172738046217
60,60,565.437,1.7972322152699165e+30,660915000.0,5637.9,6.788377006320001e+26,10.0460809,0.0880977718087266,81604969.69509101,6.506435156380585
61,61,434.632,1.710032488800324e+30,563517000.0,5078.0,7.212399999999999e+25,4.921355,0.0538511746210302,13213179.0,26.36789955750588
62,62,223.882,1.6509560361779363e+30,675860723.1,5354.96,6.1604062637e+26,48.05216,0.2431193491312172,77363449.750011,6.569738251806575
63,63,467.516,2.1449971480155223e+30,751356000.0,6046.0,1.2316024253e+27,5.74984,0.0644186804993073,90369899.406215,9.625721799050115
64,64,384.542,2.0480621668189925e+30,827883000.0,5740.0,3.58722e+25,13.093921,0.1098073608209451,14471577.0,10.932932346127537
65,65,817.874,2.230747323689376e+30,1273131000.0,6115.0,3.4707884426800005e+26,14.2197641,0.1193559663279351,54803607.133582994,7.375988344189643
66,66,782.852,2.2071349564748368e+30,807012000.0,6012.0,2.25862e+25,3.78858982,0.0492491363916184,11045938.0,11.815397442964864
67,67,228.327,1.5708437978514603e+30,486990000.0,5044.0,2.97986e+25,14.1330314,0.1057641493556365,13003446.0,11.248362694402289
68,68,73.8713,1.848187206616424e+30,751356000.0,5711.85,3.0232089913999995e+25,15.923274,0.1208841359665154,13057456.302338,11.3177833493034
69,69,198.251,1.6370180783482914e+30,618628962.6,5328.0,6.974030540620001e+26,4.6182208,0.0508666768410093,82768280.97496998,6.497800033520083
70,70,1393.85,2.0480621668189925e+30,730485000.0,5906.0,2.3725000000000005e+25,8.73485836,0.0838343923300239,11325582.0,11.805802981704938
71,71,419.142,2.954031414155792e+30,1641852000.0,6895.0,6.86492133444e+26,4.04163,0.0566598147309057,82084599.00436099,6.50313202437743
72,72,441.932,2.507260571333324e+30,1113120000.0,6337.5,4.5579947993060007e+27,16.0475029,0.1345149467892794,120589665.598689,20.00617260969804
73,73,513.6,2.4047331873754555e+30,702657000.0,6255.0,6.696702998960001e+26,2.5087868,0.0384973245411306,81030537.154805,6.509894799418793
74,74,721.25,2.666954739073761e+30,1259217000.0,6510.0,7.356352177720001e+26,5.5436298,0.0676031772289122,84611228.96526499,6.55868652338396
75,75,2034.25,2.306555450009739e+30,960066000.0,6165.0,6.60504e+25,35.676062,0.2228656676862714,20763567.0,9.778717339160291
76,76,879.147,2.1078387385568529e+30,987894000.0,6016.1,7.064892128060001e+26,3.2637419,0.0439058184469199,83337622.87588,6.492824827591342
77,77,241.987,1.17316182371185e+30,340893000.0,3799.0,8.427120000000001e+24,2.549575,0.0306362143629093,6921188.999999999,11.228665082553029
78,78,775.36,1.8722867342492847e+30,820926000.0,5727.0,7.2828551835e+26,3.3691463,0.0431091816469283,84364241.65176299,6.531233763390074
79,79,314.443,1.7610948542798497e+30,786140999.9999999,5568.0,6.9573916477e+26,2.0434526,0.0302647000108672,82664021.16262801,6.498659226311253
80,80,550.383,1.7696847849212654e+30,584388000.0,5350.0,5.94074e+25,14.53244172,0.1121144601224594,19505169.0,9.96670211846544
81,81,163.356,1.191455194522272e+30,396549000.0,3798.0,2.63123646084e+26,4.7150942,0.0463929404310699,46711717.750381,7.696948313674328
82,82,142.488,2.669191700178296e+30,702657000.0,6513.0,2.69824834968e+26,8.3249309,0.0886773606998939,47401036.784742005,7.6650784854283645
83,83,741.97,2.2391980656398427e+30,1238346000.0,6121.8,6.5287245517e+26,2.3458931,0.0359475028878201,79947784.879514,6.519673444444958
84,84,27.5024,1.3788959656628784e+30,480033000.0,4476.0,2.1252777182e+25,3.8167262,0.0423061576036188,10556647.759551,12.172337774441443
85,85,209.153,2.26305898408822e+30,1014734106.0,6141.0,8.1478697274e+25,6.7021373,0.0726339924903757,23184627.435888,9.675071911900204
86,86,1036.49,1.908873475870129e+30,556560000.0,5554.0,9.1104e+25,20.050401,0.1424989575536785,14401666.0,28.036406231858773
87,87,134.058,3.0621512008749986e+30,1342701000.0,6327.0,2.8982460000000004e+27,4.11379,0.0580284388499655,94379850.0,20.76763524832908
88,88,1591.04,2.2866713513027583e+30,848754000.0,6125.0,1.216618e+26,4.28686431,0.0541125922723444,29782086.0,8.754964284099056
89,89,280.518,1.6901483900933434e+30,535689000.0,4877.0,5.37134e+25,4.400028,0.0497831649284296,18386593.0,10.141226578019356
90,90,527.819,1.7910800751299764e+30,967023000.0,5626.0,8.80303205314e+26,1.862908,0.028615303158857,87178399.68586999,7.393070813397373
91,91,446.844,1.94864167328409e+30,702657000.0,5867.0,6.20646e+25,158.6853308,0.5698218705261291,19994546.0,9.909032065994388
92,92,72.1096,1.520735869109869e+30,547291884.6,5011.0,3.7257495158e+25,77.7647541,0.3260660210319424,14644972.569263,11.087838623353456
93,93,136.426,3.49960137242857e+30,1085292000.0,8720.0,6.419036000000001e+27,3.4741085,0.0542049617421459,121715051.0,27.65614276501896
94,94,321.341,1.813827484050762e+30,633087000.0,5670.0,3.93266998826e+26,4.9816296,0.0553620326094654,59018170.58555,7.206533090151423
95,95,330.916,1.94864167328409e+30,640044000.0,5484.0,6.0736e+25,7.14921,0.0721472799813052,19784813.0,9.903590046532893
96,96,902.633,1.6106119952654213e+30,535689000.0,5049.0,6.71892e+25,33.4177993,0.1892864262071345,20973300.0,9.749364327285331
97,97,346.457,1.4743396394563848e+30,605259000.0,4836.0,5.1986886577600005e+26,2.52618,0.0328554778219848,70070788.721422,6.758186381546723
98,98,482.763,3.23394981370331e+30,1460970000.0,7266.0,1.5261939718739998e+27,11.18644,0.1151166392771391,93046218.605659,11.251816619798118
99,99,42.972,1.0761274220217851e+30,347850000.0,3653.0,2.7346452328e+25,4.7244442,0.0449042514012199,12322045.435053997,11.495973373641874
100,100,280.355,1.5398246038685707e+30,786140999.9999999,5083.0,1.223020754956e+27,3.5506084,0.0418271250033239,90291936.266968,9.575164908093896
101,101,580.119,1.2924664159537332e+30,340893000.0,4347.0,2.3725000000000005e+25,8.457496,0.0703782106305073,11325582.0,11.805802981704938
102,102,602.218,1.94864167328409e+30,820926000.0,5887.0,5.92176e+25,7.72086,0.0759436928536443,19435258.0,10.006461979916326
103,103,60.6931,1.2094701879507964e+30,405200725.2,3859.0,4.1520350014e+25,16.7961107,0.1087518416263126,15634080.528185,10.842431438946472
104,104,768.578,3.163560104280599e+30,1627938000.0,7176.0,4.93576198232e+26,7.2041454,0.0852208944842956,67883454.46109,6.836545477258193
105,105,455.982,2.366207746130681e+30,1140948000.0,6197.21,7.464833999999999e+25,15.413135,0.1284543679136738,16359174.000000002,17.80359798007425
106,106,730.625,1.6106119952654213e+30,647001000.0,5638.0,3.3784400000000004e+25,13.722341,0.1045730349155297,13982199.999999998,11.03000116688637
107,107,279.35,2.2270190551818173e+30,1043550000.0,5900.0,1.86004e+27,9.38755,0.0904510093271,87388750.0,15.546105015440745
108,108,125.077,2.0167447113554984e+30,849164463.0,5857.0,4.719653728400001e+25,722.2619756,1.5828701230304345,16969197.041899,10.46159538460123
109,109,1664.64,2.4059759435446416e+30,848754000.0,6340.0,1.5487680000000002e+26,20.8613,0.1580502802570972,34326301.0,8.38962833758683
110,110,1389.48,1.849221179749188e+30,633087000.0,5957.0,4.06172e+25,18.746477,0.1348176210772764,15590152.999999998,10.666442453891928
111,111,348.661,2.525031984552688e+30,1426184999.9999998,6351.8,4.920553169766e+27,2.4698771,0.0387232323554722,123883453.011977,20.46433765555734
112,112,78.6946,1.70577729167703e+30,580597826.4,5461.0,2.1247722808000004e+25,11.8918633,0.0968812633775007,10554982.479531,12.173283223066177
113,113,1283.53,2.244417641550425e+30,2302767000.0,6126.0,8.179103025599999e+26,9.8482192,0.0936207481728548,86534112.21420601,6.971742877421555
114,114,649.919,1.7299165875073044e+30,577431000.0,5460.0,2.99884e+25,24.674612,0.1583601387115197,13003446.0,11.32000831665963
115,115,130.409,1.8009028198912247e+30,793097999.9999999,5645.0,3.9505776752e+25,3.9919239,0.0476486580166277,15166640.271676,10.962060656388395
116,116,1633.49,2.2667872525957772e+30,876582000.0,6312.0,2.668588e+25,9.03502,0.0886938683813766,12653891.0,10.637601533367633
117,117,228.678,2.028178068112012e+30,716571000.0,5685.0,9.6798e+25,16.092,0.1255777336608842,15030865.0,27.346944148915227
118,118,565.207,1.5907278965584408e+30,535689000.0,5066.0,5.826860000000001e+25,22.18432708,0.1434498405798499,19295436.0,9.989316161491532
119,119,248.964,1.357686259712629e+30,528732000.0,4396.0,2.94334014546e+26,2.967599,0.0355879001625388,49922178.10294701,7.538132574329311
120,120,1260.78,1.928757574577109e+30,667872000.0,5769.0,6.643e+25,59.6225257,0.2956900600658081,20833478.0,9.76902145922729
121,121,100.727,1.951823129077207e+30,756399825.0,5777.0,7.9651397774e+25,13.7263454,0.1115019631760039,22883544.388806,9.708612883660937
122,122,107.796,1.5907278965584408e+30,514818000.0,4903.0,5.314400000000001e+25,16.1457,0.1160665696961687,13842377.999999998,17.702850355376395
123,123,695.231,2.305312693840553e+30,890496000.0,6175.0,4.813557676980001e+26,11.4526165,0.1044589135786409,66866814.92116899,6.871558910908438
124,124,135.047,1.2725823172467527e+30,424377000.0,3927.0,3.67263e+26,2.3266508,0.0296155655108532,36283809.0,17.805812714664928
125,125,634.906,1.789568883628246e+30,598302000.0,5446.0,2.0878e+25,33.2406882,0.1953589933148694,10556561.0,11.957884050596054
126,126,519.917,2.054524498898761e+30,862668000.0,5933.0,1.729957130824e+27,5.7033411,0.0631571345152842,94897375.755307,12.261322159888104
127,127,1298.66,2.200921175628905e+30,1154862000.0,6091.0,5.502618149860001e+26,0.5465382,0.0135325899662019,72500120.607364,6.681935607301096
128,128,1025.1,2.067946265525973e+30,876582000.0,5905.0,2.328846e+25,11.8981,0.1033480033683393,12444158.0,9.598869901917372
129,129,86.2732,1.6907846812519667e+30,586963481.4,5432.0,1.01434419216e+26,10.3161869,0.0878633952040602,26472721.017692,9.238438010064444
130,130,40.9223,1.1952729414740124e+30,382864581.0,3808.0,3.9689358904e+25,80.6797247,0.3083881722656096,15209236.834242998,10.951399106039217
131,131,1432.61,2.2270190551818173e+30,786140999.9999999,6326.0,7.592e+25,10.043686,0.0946180499546374,17058284.0,16.65313052684033
132,132,14.9861,3.777978754326297e+29,146097000.0,3216.0,3.809286e+25,24.73694,0.0955258883641316,10207006.0,23.337654620299933
133,133,6.53127,1.6106119952654213e+30,542646000.0,4699.0,2.6040560000000003e+25,6.76458,0.0652571544255275,9437984.999999998,18.659591067915844
134,134,39.6345,1.224224189191376e+30,438291000.0,3912.0,5.9682067172e+25,3.4446778,0.0379738940896569,19590955.739434995,9.925284815186052
135,135,495.95,2.634145976207243e+30,1015722000.0,6466.0,4.65615501858e+26,2.7873031,0.0425698209286076,65491544.884783,6.92894842198171
136,136,471.152,1.947050945387532e+30,897453000.0,5774.0,6.6122951999e+26,4.8984239,0.0560525997981333,80501635.132023,6.512581907422215
137,137,1175.38,2.0480621668189925e+30,723528000.0,5834.0,5.352360000000001e+25,28.6851324,0.1852207116541532,18316682.0,10.182679465465386
138,138,481.258,1.6723799594887855e+30,626130000.0,5396.4,4.0933109193600005e+26,3.2523102,0.0405513550401088,60481944.382475,7.142226403640706
139,139,223.465,2.230747323689376e+30,1426066731.0,6115.0,6.409846719119999e+26,19.1480951,0.145545770418509,79113668.908482,6.536645929485164
140,140,326.362,1.928757574577109e+30,612216000.0,5620.0,3.1317e+25,19.57780075,0.1407361767215313,13353001.0,11.2107006758713
141,141,264.78,2.067946265525973e+30,793097999.9999999,5552.0,7.823556e+25,9.03077,0.0859937461596503,22301609.0,10.040195485567828
142,142,1066.46,2.3463236474237e+30,883539000.0,6195.0,2.9419e+25,18.2206421,0.1432107728923711,12933535.0,11.225450748876897
143,143,164.406,2.4047331873754555e+30,1012076532.0,6255.0,8.403601882000001e+25,10.6895417,0.1011798663655711,23605995.85402,9.62567478666072
144,144,439.841,2.342595378916141e+30,702657000.0,6205.0,2.05649645682e+26,2.8300213,0.0413546778577243,40379737.469894,8.050286772946789
145,145,835.907,2.5227950234481525e+30,1648349768.43,6350.0,5.214271995062e+27,5.3192932,0.064559826318437,126551843.60491098,20.78103132362068
146,146,1058.24,2.167366759060876e+30,765270000.0000001,6014.0,2.58128e+25,7.97419807,0.0803969203152568,11884869.999999998,11.664244459364305
147,147,500.892,1.6901483900933434e+30,563517000.0,5156.0,2.0498400000000003e+25,22.12679948,0.1461250288036352,10416739.0,12.057763629674826
148,148,226.63,1.6442558902776323e+30,688743000.0,5342.0,5.555440989279999e+26,3.8224667,0.0449074113392444,72898668.25741,6.672517440942518
149,149,42.4467,1.3194014160622088e+30,429607968.3,4253.9,3.3510672338e+25,36.2995129,0.1871365385416545,13793245.737686995,11.24243957558195
150,150,29.661,1.212930021125811e+30,417420000.0,4340.0,2.921022e+25,1.2089819,0.018837750710044,9857450.999999996,19.187391717616592
151,151,840.269,2.485512338372564e+30,925281000.0,6090.0,2.2206600000000003e+25,54.280749,0.3022547443985778,10906116.0,11.916595901994784
152,152,83.6448,1.3521187120746747e+30,452205000.0,4222.06,4.04274e+25,15.50192,0.1070037996536805,15520242.0,10.71245972003037
153,153,148.762,1.053857231469967e+30,375678000.0,3659.0,7.592000000000001e+26,6.387597,0.0545284136320263,58026130.0,14.391940470982233
154,154,1079.395249,2.147482660353896e+30,1071378000.0,5727.0,4.13764e+25,14.970418,0.1219747034140105,15799885.999999998,10.579256883468782
155,155,916.319,1.9685257719910705e+30,1787949000.0,4972.0,1.856244e+26,9.283188,0.0861619917695793,38171405.99999999,8.131470987023128
156,156,275.377,2.601337213340725e+30,1034262405.0,6422.0,6.97960244228e+26,15.151486,0.1310593820036236,82803194.80801399,6.497508655333252
157,157,302.819,2.23944661687368e+30,1340356491.0,6122.0,2.33326647996e+27,2.1032053,0.0334246674474892,100378348.937963,14.780686780514488
158,158,260.002,1.6959545469157815e+30,633087000.0,5442.0,5.361527757559999e+26,16.9019988,0.1222350794529056,71425476.47003098,6.707993517608548
159,159,306.063,2.0480621668189925e+30,758313000.0,5788.0,3.685916000000001e+27,15.168865,0.1211212563067583,78090587.0,38.57966273861647
160,160,213.283,2.1872508577678563e+30,1147905000.0,5537.0,4.23254e+26,11.63344,0.1037310798635585,59424350.0,7.650372101288941
161,161,1027.45,2.0480621668189925e+30,660915000.0,6102.0,2.14474e+26,56.268,0.2902413565369015,10906116.0,115.09190913892397
162,162,197.906,1.4817630356441877e+30,549603000.0,4864.0,2.21389038442e+26,4.4199503,0.0477863201163865,42197713.460722,7.935762179636167
163,163,319.632,2.609539404057355e+30,869625000.0,6433.0,6.28560988354e+26,169.2131245,0.6555055827074683,78241951.026456,6.553577628373252
164,164,2065.59,1.988409870698051e+30,688743000.0,5728.0,1.7252820000000002e+25,16.5861762,0.1272926763188214,9437984.999999998,12.362659096745992
165,165,87.7559,1.7791893841032022e+30,633087000.0,5603.0,1.9259286904e+25,2.5110467,0.0348398543950666,9899695.910237,12.543157097324617
166,166,192.351,1.2389781904319556e+30,426464100.0,3965.0,3.64749245146e+26,3.524465,0.0387123112174082,56419608.70736899,7.313826100944461
167,167,701.996,1.829337081042207e+30,584388000.0,5595.0,7.55404e+25,2.422082,0.0343316285450311,22441431.0,9.57389267525292
168,168,928.149,2.261816227919033e+30,1013064426.0,6140.0,9.16417409804e+26,3.1715218,0.0440991262183787,87506491.72922598,7.638765074048262
169,169,444.586,2.4059759435446416e+30,946152000.0,6236.0,5.219500000000001e+27,0.9689951,0.0204228059978663,98924065.0,34.04359078495682
170,170,243.836,1.1930459224188304e+30,396549000.0,3830.0,2.6571999999999995e+27,0.381078,0.0086769195238284,15590152.999999998,697.8046465162944
171,171,200.802,1.789568883628246e+30,605259000.0,5441.0,2.80904e+25,19.0918,0.1349847339972867,12514069.0,11.44909610333658
172,172,843.695,1.8094529823352264e+30,640044000.0,5725.0,6.39626e+26,3.21751883,0.0413365058677937,76202989.99999999,7.030601012930108
173,173,139.11,1.6891354941052096e+30,737650710.0,5428.81,5.605065983399999e+25,4.9263116,0.0536622024660943,18763413.080267,10.161724536110418
174,174,202.585,1.869105278456168e+30,598302000.0,5356.3,3.76753e+25,3.56004,0.0447011233696657,14331755.0,11.70761241169686
175,175,283.803,1.4655906360253134e+30,932238000.0,4803.0,2.50958463483e+27,3.5505852,0.0411436924215526,101980172.421127,15.40212808695157
176,176,1445.53,1.94864167328409e+30,667872000.0,5693.0,5.04868e+25,3.72215641,0.0466922001918574,17687483.0,10.300448656682144
177,177,340.691,1.0936254288839282e+30,368721000.0,3827.0,4.11866e+25,4.4968604,0.0436884263085971,15729974.999999998,10.624542669282697
178,178,605.274,1.710032488800324e+30,570474000.0,5293.0,3.58722e+25,8.30864937,0.0763529238922516,14471577.0,10.932932346127537
179,179,189.289,1.014089034056006e+30,333936000.0,3712.0,2.29658e+25,1.9741954,0.0246087403234677,11185760.0,11.71550334614862
180,180,36.9284,1.5066844386941333e+30,484201634.4,4958.0,2.0651840014e+25,11.1900486,0.0892608794464612,10358610.10083,12.28474502325346
181,181,816.988,2.823542016391232e+30,1210518000.0,6438.0,1.00594e+27,4.637038,0.0611733765272101,104866500.0,5.838602365492911
182,182,550.038,2.625943785490613e+30,737442000.0,6455.0,2.18439117494e+26,2.7964132,0.042618201242887,41856983.32625199,7.958018253422929
183,183,234.45,1.7342115528280123e+30,640044000.0,5516.0,5.93809663642e+26,4.942456,0.0542535688043051,75785799.81278299,6.59905810258884
184,184,440.089,1.6876310631970395e+30,702657000.0,5425.9,1.3544919314160003e+27,4.2166913,0.0483622080123631,91486331.795133,10.329382528142151
185,185,37.3312,9.083056289348697e+29,281343167.1,3442.0,3.4043101196e+25,4.1782902,0.0390998850560511,13912735.172002,11.225726235375518
186,186,302.819,2.23944661687368e+30,1340356491.0,6122.0,2.33326647996e+27,2.1032053,0.0334246674474892,100378348.937963,14.780686780514488
187,187,324.6986504,1.3918869094886355e+30,486990000.0,4600.0,4.103476e+27,0.7668944,0.0145600307464804,84242754.99999999,36.90601408889961
188,188,702.71,3.688102628170745e+30,1098009396.0,7837.0,8.35205859826e+26,2.9555854,0.0495217237072612,86765098.29802799,7.081312727499896
189,189,96.5232,2.019031382706801e+30,841797000.0,5861.6,6.7309443994e+25,12.6017,0.1065204173524376,20849967.138549,9.882700210311606
190,190,651.674,1.869105278456168e+30,702657000.0,5479.0,4.745000000000001e+25,9.926746,0.0885563671194686,17058284.0,10.408206579275207
191,191,304.645,2.147482660353896e+30,1036593000.0,5825.0,4.209764e+25,12.8159,0.1099714352084023,13702555.999999998,14.310834079055288
192,192,802.163,2.087830364232953e+30,751356000.0,5948.0,4.34642e+25,9.91723428,0.0918253761549027,16219351.999999998,10.545691438834265
193,193,1115.62,2.783773818977271e+30,1050507000.0,6453.0,1.212822e+26,120.0181272,0.5327373467488798,29712175.0,8.76876730533387
194,194,1441.63,1.869105278456168e+30,633087000.0,5644.0,2.3725e+26,240.7989397,0.7419891705717974,44043930.0,7.806286053208978
195,195,1012.48,1.908873475870129e+30,612216000.0,5473.91,6.187479999999999e+25,62.5611,0.3042747373943739,19994546.0,9.878729215639666
196,196,577.235,2.0082939694050315e+30,820926000.0,5755.0,5.67502e+25,7.055784,0.0722398014786717,19015792.0,10.017259574189817
